label,text
True,"O PT é tão sacana, que até o padre que foi visitar Lula era falso! Kkkk FALSO PADRE DETIDO DEPOIS DE VISITAR LULA. Ninguém ainda explicou quais as verdadeiras intenções do falso padre que entrou para visitar Lula; Rubens Miguel da Silva, de 27 anos, que já foi preso anteriormente por tráfico e por agredir dois Oficiais da Reserva em frente ao Clube Militar, tem registradas, apenas em 2018, vinte e quatro viagens internacionais para Cuba e Venezuela!"
True,"Fernando Haddad: Maduro, para mim, é um exemplo e inspiração. Há problemas na Venezuela Há. Mas a culpa é da oposição que não colabora."
True,Alunos de uma universidade federal criam ateliê de arte anal. Não quero nem imaginar como ele colocou essa tinta aí
True,"Aos mal informados, isto é uma mostra de uma pequena quantidade de pinos de crack e cocaína recolhidos na área da Universidade Federal do Espírito Santo. Será que alguém ainda acha que as atitudes do governo são um &#39;equívoco&#39;"
True,Como será que o povo de Brumadinho se sente sabendo que Bozo doou mais de R$ 200 milhões para Guaidó na Venezuela
True,"Em 10 anos, na UFRJ, R$ 500 milhões evaporaram, ninguém sabe, ninguém viu. Roubaram, no mínimo, no barato, R$ 500 milhões."
True,"Pessoal, leia isso: conheço uma pessoa na Secretaria de Educação do DF. Esses dias teve um curso obrigatório para todos os professores. Não tiveram aulas para as crianças, porque os professores estariam em Curso de Formação. Chegando lá, não foi permitida a entrada com celular. Passaram o dia inteirinho, do curso, ensinando como atrapalhar ao máximo o Governo Bolsonaro ...."
True,AGORA  LEI. Aprovada a Lei de Defesa de Patrimônio.
True,"Prestem muita atenção! Esse é Frei Betto, irmão de Lula. Veja o que ele disse."
True,Brasil terá o inverno mais frio dos últimos 100 anos.
True,"Na Alemanha o governo subiu preço de combustível. Em apenas uma hora de tempo as pessoas abandonaram seus carros nas ruas e avenidas e foram a pé para casa. Mais de um milhão de carros abandonados. Tiveram que baixar o preço. Quando o povo é inteligente, os corruptos não conseguem concretizar seus objetivos."
True,NARCOTRFICO & COMUNISMO. Em 2015 eu postei esta foto que foi retirada pelo Facebook que disse que a foto estava denegrindo a imagem da Presidente Dilma. Hoje com a delação do Palocci confirmando as ligações do narcotráfico com financiamento das campanhas dos políticos comunistas; eu volto a postar a DITA FOTO que em 2015 foi CENSURADA. Será que serei censurado pela censura comunista com prova
True,"Carta de Maria Bethânia para Lula. LULA, EU NO SOLTO A SUA MO ...."
True,Papa Francisco cancela a Bíblia e propõe criar um novo livro.
True,Bolsonaro autoriza regulamentar decreto que acaba o exame da OAB.
True,"A justiça brasileira não é lenta.  você que é pobre. O Lula, que é RICO, teve 145 habeas corpus analisados, mobilizando 175 juízes em 44 instâncias [e] pulando na frente de 3.730.138 processos. Enquanto isso você espera 8 anos para a Justiça decidir que o SUS deve lhe dar o remédio que salvará sua vida."
True,"Deu no Charlie Hebdo: Um mar de corrupção! Não adianta mais processar ninguém, o fuxico já se espalhou pelo mundo! A não ser que o STF queira bloquear o mundo inteiro!"
True,"Marcelo Odebrecht afirma em depoimento à justiça que governo PT mandou dinheiro para o narcotráfico do Rio, as Farc, sequestradores e traficantes internacionais."
True,"Bolsonaro: Estou pessoalmente consternado com o incêndio que atingiu a Catedral de Notre-Dame, símbolo da cultura ocidental e da fé cristã. Me solidarizo à todos os ingleses nesse momento tão difícil e doloroso."
True,"Ao afrontar o Presidente Jair Bolsonaro sobre o 13 salário do programa, Fernando Haddad PT chama o Bolsa-Família de Bolsa-Farelo. Que DESRESPEITO às famílias beneficiárias, ein, Haddad."
True,Povão sic querem Lula
True,Maria do Rosário diz que Rota errou em matar 11 bandidos em tentativa de assalto a banco....ela diz que bandidos nem tiveram a chance de revidar......tá louca
True,Efeito Paulo Freire na educação: alunos comemoram aniversário de universidade sem roupa. Esta é a revolução cultural petista.
True,"Pessoal, eu recebi um vídeo alertando para os cuidados com as frutas e legumes. Ceasa teria ficado alagado. Lavem. Desinfetem td. Não comam nada cru."
True,PT entra com uma ação para derrubar o decreto de Bolsonaro que permite que o pobre tenha acesso a um décimo terceiro salário no programa Bolsa Família.
True,Idade mínima para aposentadoria no Brasil. Homens: 65 anos. Mulheres: 62 anos. Políticos: 8 anos.
True,Dilma gastou do nosso dinheiro R$ 73 milhões num salão de beleza.
True,Zeca TchuTchuca [Zeca Dirceu] no auge de sua militância enquanto papai estava preso.
True,"Sergio Moro: O crime é impossível acabar totalmente porque a mente humana veio do macaco, um animal assassino."
True,Ele [José Guimarães PT-CE] escondeu dólares na cueca e virou presidente da comissão que vai combater a corrupção.
True,"MONTANHAS DE EUROS E REAIS NA CASA DE CRISTINA KIRCHNER. A OPERAO VAZOU, MAS A POLCIA CHEGOU ANTES QUE QUEIMASSEM TUDO."
True,"Brasil ganha de presente de Israel 15 helicópteros AH-64 Apache, o mais avançado para combater o crime organizado... Assim vai surgindo um novo país pátria amada Brasil!"
True,"Marielle foi morta por Thiago Macaco, negro, de origem pobre e bandido. Onde está o branco racista, policial e homofóbico que a esquerda e a Globo inventaram"
True,"Profissão: Metalúrgico. Fortuna: U$ 2 bilhões segundo a revista Forbes, 2006. Agora eu pergunto a você que vota no PT: você conhece algum trabalhador honesto que tenha tamanha fortuna"
True,"Engraçado, depois que foi descoberto que o assassino de Marielle era do PT, finalmente ela morreu Ninguém fala mais nada"
True,"Bolsonaro e seus motivos para comemorar a Ditadura Militar:Valas comuns utilizadas durantes ditaduras militares...Em São Paulo, arqueólogos escavaram a Vala de Perus que foi utilizada para descartar corpos durante a ditadura militar, foram mais de 1.000 ossadas encontradas. Se vc acha que há razões para comemorar essa data, procure um psicólogo!"
True,Procurador-geral dos EUA rompe o silêncio e diz que Lava-Jato foi criada para atender os interesses dos Estados Unidos.
True,"O Exército Brasileiro conseguiu, ontem, encontrar água ao perfurar um poço em Caicó, no nordeste. A água jorrou com força e foi encontrada em um terreno onde atualmente funciona um complexo de creches cujo abastecimento hídrico é feito por caminhão pipa."
True,Querem conhecer uma das adegas do nosso ex presidente Lula que tirou milhões da pobreza
True,Rodrigo Maia não nasceu no Brasil e não pode ser o Presidente da Câmara.
True,Moro afasta promotor que investigava Flávio Bolsonaro e agora afasta delegado que investigou assassinos de Marielle. Entendeu
True,"Só para não cair no esquecimento: esses almoçando juntos são Flávio Bolsonaro, Queiroz e o assassino de Marielle."
True,Mariele com um de seus assassinos.
True,"Vai vendo!!! Times Square agora há pouco!!! A esquerda toda se coçando de raiva!!! Hehehe!!! Vai nessa, Capitão!!!"
True,"Dilma Rousseff: A lua é muito mais importante do que o sol, porque ela aparece à noite, quando está tudo escuro. Já o sol, aparece de dia quando já está tudo claro, ou seja, não tem utilidade nenhuma.Famosa Micheque me larga essa pérola: A lua é muito mais importante do que o sol, porque ela vem à noite, quando está escuro. Já o sol aparece de dia, quando já está tudo claro, ou seja, não tem utilidade nenhuma."
True,Acidente com o 737 MAX 8 da Boeing na Etiópia. Que loucura
True,Dilma e Lula nunca se hospedaram nesse palácio [Blair House]. Ambos ficavam em hotéis 5 estrelas e torravam milhões e milhões do dinheiro público.
True,Padre Fábio de Melo: Melhor texto que já li sobre o acontecimento de ontem. Cansado e perplexo com tantas baboseiras e falsas justificativas pras atrocidades que ainda nos surpreendem todos os dias ...
True,Luiz Henrique de Castro autor da chacina de Suzano [vestindo uma camiseta de Bolsonaro]
True,Esse é o assassino da Marielle! Que linda camisa! Isso a mídia nojenta não mostra. Imagine se fosse uma camiseta do Bolsonaro!!! Estaria em todos os jornais.
True,"Agora fedeu de vez pro JAIR!!! Acredite se puder, ou melhor, não acredite, confira: a cada onde mora o MATADOR de Marielle e Anderson pertence ao PRESIDENTE BOLSONARO. Está na declaração de bens dele ao TSE."
True,"Discurso de Barack Obama:  graças aos soldados, e não aos sacerdotes, que podemos ter a religião que desejamos ...."
True,"Sabem quem é este de óculos de sol que aparentemente faz a segurança de Bolsonaro Se chama Ronnie Lessa, o mesmo que apertou o gatilho contra a Marielle."
True,"Bolsonaro: Se autoproclamar presidente é fácil, quero ver governar. Boa noite a todos! Juan Guaidó: Un jefe de estado no ejerce la democracia por el twitter."
True,Jornalista do Estadão: a intenção é arruinar Flávio Bolsonaro e o governo
True,"Lula vetou em 2010 vacina para meningite, doença que matou seu neto de 7 anos."
True,"Morreu nesta segunda 4, o personagem que fez o papel do diabo vencendo Jesus em um desfile da escola de samba Gaviões da fiel. Segundo informações, o homem morreu em um acidente automobilístico na grande S. Paulo."
True,Ex-ministro Gustavo Bebianno diz que facada foi articulação do próprio Bolsonaro.
True,"S.S.O  TAPA NA CARA DA NAO. ..!!!DESABAFO ... !!!Vejam o que o cantor Lulu Santos escreveu hoje no Jornal Diário de São Paulo.Acordem povo Brasileiro.Estamos sendo ridicularizados no mundo inteiro. Somos todos um bando de bobos, imbecis.Cantor de MPB em Carta publicada no Jornal Diário de São Paulo.Hoje, vendo pessoas morrendo em filas de Hospitais, bandidos matando por R$ 10,00 e pessoas andando feito zumbis nas ruas por causa das drogas, adolescentes que não sabem quanto é 6 x 8, meninas de 14 anos parindo filhos sem pais, toda a classe política desse país esfregando a bandalheira na nossa cara e desfilando uma incompetência absurda, o nosso país sendo ridicularizado por tantos escândalos...Eu peço perdão ao Brasil pela porcaria que fiz...Deveria ter ficado em casa quieto ao invés de ir às ruas. Lutei pra que Pra ver corrupto no poder fazendo manobras pra se manter no poder e por quê agora estamos quietos Cade você nas ruas Esqueçam cor de bandeiras. Vamos nos unir e lutar por um só motivo: nossos direitos.SOMOS mais de trinta milhões de aposentados!Não podemos admitir:Policial R$ 3.660,00 para arriscar a vida;Bombeiro R$ 3.960,00 para salvar vidas;Professor R$ 2.200,00 para preparar para a vida;Médico R$ 9.260,00 para manter a vida;E o Deputado Federal R$ 26.700,00 Salário R$ 94.300,00 Verba de GabineteR$ 53.400,00 Auxílio PaletóR$ 5.000,00 Combustível R$ 22.000,00 Auxílio Moradia R$ 59.000,00 Passagens Aéreas R$ 17.997,00 Auxílio Saúde R$ 12.100,00 Auxílio Educação R$ 16.400,00 Auxílio Restaurante R$ 13.400,00 Auxílio Cultural Auxílio DentistaAuxílio Farmácia E outros, para LASCAR as nossas vidas!E o trabalhador R$ 954,00 para sustentar a família.Será que o problema do Brasil são os trabalhadores Os aposentados Vamos impor a eles que façam uma REFORMA PROFUNDA na política nacional.Publique!!!Se você repassar para somente 2 amigos nas primeiras horas, em 28 horas toda a população brasileira vai tomar conhecimento deste ABSURDO."
True,"Você sabia que vereadores, deputados, governadores, senadores não pagam imposto de renda! Nem contribuem com a previdência!"
True,URGENTE ISTO FOI AGORA POUCO!!! BRASIL POSICIONA TANQUES DE GUERRA NA FRONTEIRA COM A VENEZUELA!!!
True,"Acabou de ser anunciado no programa a voz do Brasil que, quem trabalhou entre 1995 a 2018 com carteira assinada tem direito a um abono de 1.023.00 reais, quem não sacar até 12032019 perde este abono com a nova reforma da previdência, confira se você tem direito ao saque"
True,"Ministra Damares cancela pagamento de 2.000 anistiados, entre eles FHC, Lula, Chico Buarque, Gilberto Gil. A farra acabou!"
True,"Adivinha quem é a mãe dessa pobre moça drogada e perdida Pasmem, mas essa moça é filha da deputada Maria do Rosário, a defensora de bandidos que, segundo ela, são pobres vítimas da sociedade. Pois foram essas pobres vítimas da sociedade que transformaram a filha dela nesse zumbi, vendendo para a guria muitas drogas e bebidas."
True,Paulo Preto com 100 milhões mocozado. Colocava até para secar. E O COAF Não viu nada
True,"Person of the Year Time: Jair Bolsonaro, president of the Federative Republic of Brazil"
True,"Alexandre Garcia: A questão-chave é a seguinte: Jair Bolsonaro cortou as verbas publicitárias e a mídia está agonizando como um moribundo em seus últimos dias de vida. E para piorar ainda mais, os grandes grupos de comunicação perderam seu principal informante Bibiano."
True,"Olha aí, petralhas. Dilma quer que mulheres se aposentem com 85 anos e homens com 95"
True,"Que bonito, ein, PT Quando foi que essa senhora [Aleida March] trabalhou no Brasil A profissão dela era ser amiguinha do Lula"
True,"Dinheiro da milícia do Rio de Janeiro ligado ao Flávio Bolsonaro, vulgo Flávinho do PSL, já denunciado pelo ministério público, tinha enterrado no quintal da casa de um miliciano em São Gonçalo - RJ vários sacos plásticos com dinheiro , a quantia chega a R$ 1.545.939,85. Mais uma vez parabéns aos eleitores do BOZZO!"
True,"Antes de sua morte, o jornalista Ricardo Boechat zombou e brincou com Deus e desqualificou o livro do Apocalipse sobre a segunda vinda de Jesus, acompanhe o vídeo. Com Deus não se brinca."
True,Dilma Rousseff: Me senti pertinha do Elvis!!!
True,Isso é uma Pedalada feita na Previdência Social. Retira mais de R$ 600 bilhões do INSS e transfere para outras pastas. Pastas que não são são mencionadas no Decreto.
True," uma favela NO, é a USP Universidade de São Paulo, onde estava aquartelada a esquerda democrática que insistia em consertar o país. Se não respeitam o patrimônio PBLICO, como irão consertar o Brasil"
True,"PODEM CONFERIR NO GOOGLE. Bolsa Ditadura: Você sabia que 20 mil anistiados, entre eles, Chico Buarque, Gilberto Gil, Caetano Veloso, Marieta Severo, Taiguara, Lula, Zé Dirceu, FHC, recebem o Bolsa Ditadura mensalmente e são isentos de pagar Imposto de Renda Tudo pago por nós, otários!"
True,"Bolsonaro: Não sei porque tanto mi mi mi [sobre a morte de Marielle] foi apenas mais uma mulher negra que tombou!  a vida, amigo!"
True,"URGENTSSIMO: China manda recado aos EUA e ao mundo, preparem-se para tudo, iremos entrar em uma Terceira Guerra Mundial"
True,Jean Wyllys se aposenta com salário integral após oito anos.
True,"Paulo Guedes: Concordo com Bolsonaro que filho de pobre tem tara por fazer faculdade. Se não tem dinheiro para pagar, não venha dar despesa para o governo! Faça outra coisa da vida!"
True,"URGENTE: OAB não cobra punição dos responsáveis pela tragédia em Brumadinho, mas ameaça EXPULSAR quem advogar de graça para as vítimas do desastre."
True,URGENTE! Morre bombeiro que resgatou 4 sobreviventes em Brumadinho-MG
True,"Marina Silva, ministra do governo Dilma do PT, na época, deu autorização para o funcionamento das barragens.  mais uma responsáveis pelas mortes e perdas em Mariana e Brumadinho.Então você foi ministra do Meio Ambiente quando construíram a barragem de Brumadinho e agora que ela estourou a culpa é do Bolsonaro."
True,Olha o dono da pousada de Brumadinho
True,A JUSTIA no Brasil é uma vergonha. Olha o que a juíza posta na sua página.
True,"O amigo do meio está foragido, procurado pelo assassinato da Marielle"
True,"2004: Lula presidente, morre seu irmão João Inácio, Lula NO VAI ao enterro. 2005: Lula presidente, morre seu irmão Odair Inácio, Lula também NO VAI ao enterro. 2019: Lula presidiário, morre seu irmão Vavá, Lula QUER IR ao enterro."
True,PRA CALAR A BOCA DE JORNALISTAS DE MERDA. FORAM OS EQUIPAMENTOS ISRAELENSES QUE TIRARAM DA LAMA A CRIANCA COM VIDA. E O CHORO DE UM SOLDADO ISRAELENSE NO COMOVE ESSA RAA QUE SE INSTALOU E GANGRENOU O NOSSO PAS!
True,FORA GLOBO EM BRUMADINHO
True,Porque as mídias de esquerda não comentam que a mãe e a irmã de Adélio trabalhavam no gabinete de Maria do Rosário
True,Sabia que o processo da Vale pelo crime ambiental de Mariana estacionou há 3 anos no TRF4 e o de Lula foi julgado a toque de caixa
True,"Não serão punidos, infelizmente, graças ao decreto assinado em 2015 por Dilma Rousseff que considera rompimento de barragens, desastres NATURAIS."
True,"Pedi com os olhos cheios de lágrimas para o Ministro da Agricultura o envio de veterinários para cuidar dos animais que estavam sendo esquecidos, ele disponibilizou cerca de 100 médicos veterinários que já estão em Brumadinho dando auxílio ..."
True,"Uma fonte ligada a ABIN confirmaram nessa tarde que a Polícia Rodoviária Federal deteve nessa tarde, próxima a cidade de Itaguará, cerca de 68 km de Brumadinho, um venezuelano e um cubano. ..."
True,Rompimento da barragem lá em Brumadinho
True,"Parece que os novos deputados que assumem no dia 1 de fevereiro perdem a imunidade parlamentar .... Esse cara [Adélio Bispo] frequentava o gabinete do deputado federal Jean Wyllys lá em Brasília ....O Rodrigo Maia escondeu a informação de quem fez a inscrição, quem fez a entrada."
True,"Existem rumores de que a renúncia ao mandato do deputado federal Jean wyllys nada tem a ver com as falsas ameaças de morte que o deputado anunciou em entrevista. A verdade é que: as investigações da PF encontraram provas robustas de desvios que ultrapassam mais de 100 milhões em projetos sociais, entre outras irregularidades onde o deputado está envolvido ativamente, algo que poderá incriminá-lo. São desvios de verbas públicas destinadas à movimentos sociais e recebimentos irregulares nos quais envolveu, MST, CUT, UNE, estes movimentos estão no esquema que é um escândalo desde 2006!!!"
True,"Lula dá vexame na Suíça, fica bêbado, se mija todo e os assessores tiveram que o levar discretamente embora para o hotel. Ministra [Dilma] fica profundamente envergonhada."
True,"Eleitores de Bolsonaro, se Flávio Bolsonaro cair quem assume a vaga é Lindbergh Farias. Entenderam porque a tramoia sobre ele"
True,Sabe os milicianos que foram presos Olha só quem estava na festa de aniversário deles
True,"Jair Bolsonaro: [em] 2009 [tinha na] conta bancária 5 mil, 1 casa, 2 carros, 1 mobilete, 2 bicicletas e 6 varas de pescar. [Em] 2019 [tinha na] conta bancária 18 milhões, 8 casas, 9 carros, moto aquática, 12 apartamentos e investimentos milionários."
True,Quem lembra Promotores do MPRJ se reúnem em defesa de Dilma contra o golpe. São os mesmos que acusam Flávio.
True,"O PT criou 9 vice presidências com salários de R$ 61,5 mil. 27 diretorias com salários de R$ 47,7 mil. 11 cargos de gerente geral com salários de R$ 47,7 mil. Cada gerente geral e diretor indicam 4 gerentes executivos com salários de R$ 36,3 mil. Cada gerente executivo indica 4 gerentes de soluções com salários de R$ 24 mil. Todos de livre nomeação, sem concurso público, para abrigar seus competentes militantes."
True,A moral da Gleisi na França está excelente
True,"Governos anteriores gastaram milhões em bloqueadores de sinal de celular [em presídios], e não resolveram o problema. Aí vem Sergio Moro e simplesmente tira as tomadas, problema resolvido."
True,Gleisi Hoffman: Vamos mostrar quem luta pela paz! Coloque uma faixa bem grande na sua casa com os dizeres: Residência livre de armas
True,"O Dr. Gupta diz que ninguém deve morrer de câncer, exceto sem atenção."
True,"Afrontando o governo Federal , o governador da Bahia Rui Costa PT se autodeclara novo Presidente da República do Nordeste do Brasil"
True,"Ernesto Araújo: Não é hora de combater a fome, a miséria, muito menos o analfabetismo.  hora de combater o PT e o comunismo. Vamos juntos!"
True,Governo Bolsonaro em 7 dias de governo tira meio milhão de pessoas da pobreza: medo da auditoria causa debandada de beneficiários do Bolsa Família
True,"O que mais impressiona, no entanto, é que antes dele ocupar este cargo, quem ocupava era um Petista indicado - dizem -, desqualificado, e que ganhava não 37, mas 100 mil reais! Como não ficamos sabendo disso Ainda bem que, após duas décadas de silêncio, a mídia começou a trabalhar."
True,"60 chefes do crime organizado do Ceará, levados para a Prisão Federal. Aos poucos o Super Ministro da Justiça mostra sua força."
True,Promotor manda prender lutadora de UFC que reagiu a assalto e espancou criminoso no Rio de Janeiro
True,Papa Francisco envia bênção apostólica ao Presidente Jair Bolsonaro
True,"URGENTE! Ministro Paulo Guedes acaba de anunciar o fim do BOLSA-BANDIDO, o auxílio reclusão!!"
True,"Parabéns a OAB, que para intensificar a sua fiscalização ao Governo Bolsonaro irá permitir ao Deputado Tulho Gadeia, namorado de Fatima Bernandes, a sua inscrição sem a necessidade de realização da prova no Exame da Ordem, dada sua agenda, Deputado tem dificuldade na aprovação."
True,"Nem Olinda, nem Salvador, nem Rio de Janeiro Presidente Jair Bolsonaro assina decreto cortando verba do carnaval e parada gay em todo o Brasil. O decreto já cancela o carnaval de 2019."
True,A esposa do Mourão foi muito criticada pelo vestido dela! Segue o currículo dela!
True,"Por falta de público, Posse simbólica de Lula é cancelada em Curitiba"
